অংশ,18.1660870142,3.52010538675
অক্টোবর,9.36685769225,4.44343014529
অতিথি,8.45141113377,4.65197489718
অতিরিক্ত,9.75841903813,4.33220451018
অতীত,6.17782927627,4.5040547671
অধিনায়ক,33.5887751004,2.90214512109
অধিনায়কের,8.63739152624,4.35348190862
অধিনায়ক,35.0080384003,2.92250205816
অনুশীলন,27.2372126126,3.36862850531
অনুষ্ঠান,14.3471732388,4.28091121579
অনুষ্ঠিত,8.25156845126,4.45526460293
অনূর্ধ্ব,18.4436895926,4.03405113786
অন্যতম,12.6059157586,3.72702610256
অন্যদিকে,7.72692039349,4.32173321031
অপরাজিত,19.0906688552,3.32539977076
অপেক্ষা,13.9852677095,3.63380797373
অফ,9.25784761293,4.21325256731
অবদান,8.31577804352,4.0738970464
অবশ্য,44.6988688755,2.15030138753
অবসর,11.0987186185,4.46724079398
অবস্থা,14.0556196258,3.64433438672
অবস্থান,10.0806163844,3.98080662334
অবাক,6.37580610727,4.51663354931
অভাব,8.42780902087,4.35348190862
অভিজ্ঞতা,14.1599007959,3.76808758936
অভিযোগ,13.7192825222,4.36429282473
অভিষেক,13.3698013157,3.87544610768
অর,8.49015930077,5.05744000529
অর্জন,7.88731024822,4.34278661951
অর্ডার,7.92667704148,4.37522189526
অর্থ,8.38411061056,4.29096155164
অলআউট,12.0090137462,3.95160746865
অলরাউন্ডার,18.3407818955,3.81090758654
অলিম্পিক,9.58100339471,4.79173683955
অসাধারণ,13.7532763646,3.67659524893
অস্ট্রেলিয়া,30.087488914,3.29509442126
অস্ট্রেলিয়ান,13.7280118586,4.30111392311
অস্ট্রেলিয়ায়,9.38265076292,4.37522189526
অস্ট্রেলিয়ার,27.8027198167,3.3139273696
অস্ট্রেলিয়া,38.9009650981,3.30258509299
অস্ট্রেলিয়ান,11.5301235668,4.69642665975
অ্যাকশন,10.587981159,5.30256246332
অ্যাটলেটিকো,12.5433823585,4.91578948822
অ্যাডিলেড,13.015767352,4.0738970464
